pointer_offsets;pointer_value;separators;extract
0xD78384;0x00A3DCF0;00 00 00 00;A fighter traveling across the country.†Training hungry, fainted but was revived by theク†I have been helped by Lono before.†Very loyal personality, accepting†I will always repay your kindness.†Voice Actor / Toda Daisuke
0xD78424;0x00A3DE90;00 00;"Leader of Team Caesar.†Polite with proper wording as well†Polite and kind youth, known as Light among his allies†Ko†Called by the nickname ""Tee""†It's there.†Backed by unremitting effort, so†His true power is recognized worldwide in the Vanguard universe.†It has reached Bell.†Voice Actor / Akabege Kenji"
0xD784C4;0x00A3E0F4;00 00;has a noble status rivaling the Kyokuhime family†Heir of the Usun family.†always looks down on commoners with his nose in the air†You have an unsuitable personality.†Vanguard is a card game to play.†I underestimated you, but I'll recover quickly.†Drawn into its charm.†Voice Actor / Shinji Kawauchi
0xD78D34;0x00A3E2F0;00 00;"Card Shop ""Card Captive""†The manager of ""Tal.""†""Play the card game for fun.""†""It's the one!!"" is our motto.†Ichigo's Good Advisor†But to watch over their growth.†Voice Actor / Shin太 Morishima"
0xD785DC;0x00A3E42C;00 00;Manager of Card Capital 2nd Store†.It's a gentle and kind personality, Chrono.†I warmly watch over them.†Owner and niece Misaki is†Still can't lift my head up in surprise†！？†Voice Actor / Shin太 Morishima
0xD78884;0x00A3E5D8;00 00;said to have ruled over seven seas†Legendary Clan Aqua Forces†The descendant of the Azure Dragon clan who uses it.†Always calm in nature, and from the same hometown†from Gylia and Charlene†It has a thick trust value.†Because of the clan you're using,†Prefers metaphors comparing to wind.†Voice / Kageyama Daichi
0xD783D4;0x00A3E7FC;00 00 00 00;"Tochika Tokuhada's brother.†In Vanguard battles†Proud of immense strength, chosen ones†Only gain will be objects.†""Clan Leader"" is called†Holds a title.†""to the Vanguard Promotion Association""†Place your deck and enjoy Vanguard!†Strive for activities to spread the word†It's there.†Voice Actor / Kutsuna Junichi"
0xD7885C;0x00A3EA50;00 00 00 00;Kuramori High School Vanguard Club's Coach†I serve. Vanguard fighter.†Number 2 and known by another name as the General†Hold it.†Despite its stern appearance†Though he can be strict, he is also considerate and attentive. Fa†Through it, advice and warnings flowed.†Sometimes they perform an action.†Voice Actor / Kazunari Inada
0xD7858C;0x00A3EC5C;00 00 00 00;"United・Sanctuary†Branch Chief.†Under the philosophy that ""Weakness is a Sin,"" Tetsu†Based on victory-at-all-costs philosophy†Operate the branch.†Overwhelming power striking fear into fighters†Gather fear and awe upon oneself.†Voice Actor / Masamune Sonoyama"
0xD784EC;0x00A3EE64;00 00 00 00;"United・Sanctuary†Branch affiliation.†United・Sanctuary†Branch's elite team ""Dimais""†belongs to it.†I looked down on the weak and paid the price.†Matched against an opponent you consider inferior in skill, Duel!†It has a tendency to get messy.†Voice Actor / Yashiro Yuki"
0xD7894C;0x00A3F040;00 00;Former Cauldron Knights member.†The winner of the Euro Circuit†And Ichichi's mystery surrounding his disappearance, Kaye†Toshiki and a fiery battle unfolded†Get it.†Orphanage-born, nurturing children withリン†Save from the threat of the Cursed Joker†Strong admiration for Ichiki who gave it†and holds them in high regard.†Now it's in the Pro League, showcasing their true power.†They are fully exerting their potential.†Voice Actor / Kenta Hamano
0xD7867C;0x00A3F328;00 00;Raise it at Card Capital 2nd Store†The black one of the two cats.†Voice actress / Ueda丽奈
0xD78654;0x00A3F3FC;00 00;Raise it at Card Capital 2nd Store†The white one of the two cats.†Voice actress / Ueda丽奈
0xD7899C;0x00A3F4D0;00 00 00 00;"Former Cauldron Knights member.†Central Asian fighter and high†Though it possesses great power, in tournaments it focuses on other matters.†Become so obsessed that you give up on matches†who has participated in many battles and left behind notable achievements†Attacked and called ""Witch without a Crown""†is present.†Planet Clay in the imagination†Sustains my heart and spirit.†Treat Ichitani, who saved you, as an ally.†I trust you.†He isn't very interested in others.†But, I want to fight with Misaki†I learned the importance of friends by communicating with them.†Voice Actor / Ryō Yoshitake"
0xD788FC;0x00A3F87C;00 00 00 00;If chased by Fuhafighter†Team Aube†Leader of the NJammers.†Currently, he is on a journey to travel the world for training.†He is polishing his arm.†Voice Actor / Kusuda Akina
0xD7826C;0x00A3F9E8;00 00 00 00;Chrono's class, 7th grade†Year Grade.†A diligent top student with a strong sense of justice†Due to its strength, it is feared by those around it†Don't hesitate to battle Chrono even if he's there.†Took it step by step.†Famous Vanguard Fighter†I sincerely respect my older brother†Due to this influence, regarding Vanguard cards,...†Has extensive knowledge.†From their kindness in taking care of others, they are good with beginners.†To explain simply†is proficient in.†Voice Actor / New田 慧海
0xD78834;0x00A3FCD0;00 00;A member of the Fafnir team and†Belongs to Fukuoka High School Vanguard Club†is doing.†Admires Ren and does so for him†Swearing to fight onward.†Draw.†Mature appearance and cold战斗风格†Known by the alias of assassin due to his style†But in front of Ren, she acts more like a girl.†There are times when I show only one side.†Voice Actor / Seiyu: Nana Usami
0xD78974;0x00A3FF38;00 00 00 00;Former Cauldron Knights member.†Rising star from Euroleague fame†It's Ite, and boasts overwhelming reality.†With force, stand in front of Kage Tokihiro.†Searched for it.†Though imposing in appearance, naturally,...†Love your country and be kind to small animals†Contacted Personality Being. At the same time, one's own strictness.†He is strict and genuinely serious in nature.††Voice Actor / Hiroya Muraoka
0xD78744;0x00A401D8;00 00;Join the Vanguard Club at Koshikai High School†Year 3 Squad.†At first glance cool, but his heart is hot.†Holding one's heart in secrecy, boasting an overwhelming†Powerhouse among the world's top-ranking fighters†Even Iter and his friends would acknowledge it.†Send Ichith to the Vanguard world†Guided existence.†Voice Actor / Takuya Satō
0xD78244;0x00A403F8;00 00 00 00;Chrono and Tokoha attend the same school.†I'm a 2nd year middle school student.†Neat appearance and calm, social demeanor†High in popularity among both genders due to its personality.†Born and raised in a noble family of fencing experts†Tsumo, indulge in a rich living environment†Without hesitation, I will spare no effort.†The strength of your Vanguard also impresses those around you.†It's set up to clash with Chrono.†Even so, her cool expression and demeanor remain intact.†He may not smile, but he's a fierce competitor.††Voice Actor / Kunimi Junya
0xD78514;0x00A407AC;00 00;"United・Sanctuary†Branch affiliation.†Skilled in information warfare, team ""Dima""†""Isu"" is regarded as an absolute ace.†Brainstorm Fighter.†He is usually calm and gentlemanly.†But he exploits the weak and mercilessly cuts them down.†A cold-hearted individual who discards easily.†Voice Actor / Masakazu Satō"
0xD788AC;0x00A409FC;00 00 00 00;Team SIT Geniuses' Leader†-In Formation, activate Great Nature's effect.†Use it.†Once proud due to their high power†Taking a stance was also an option, but V†Through Vanguard, you will greatly grow.†Done.†Voice Actor / Yui Yabuki
0xD786A4;0x00A40B9C;00 00 00 00;Vanguard Promotion Association's Mascot†It's a character.†You can find them at tournaments and events everywhere.†Active now.†Actually, it seems to be a Spirit from the deck.†Voice Actor / Yurie Yoshida
0xD786F4;0x00A40CE8;00 00 00 00;Ichigo's classmate and†As the vice president of the Cardfight Club†He's been busy every day.†Guided by Aichi, we embark on Vanguard.†At first, his inherent honesty and intense enthusiasm†Heart for Fight captures the joy and rigor of battle.†Continuing to learn intensity, and now I am a corner.†The fighter has greatly grown and matured†It is fulfilled.†(Voice/Nara Tetsu)
0xD78564;0x00A40F44;00 00;Vanguard Promotion Association's UNAI†Ted・to the Sanctuary Branch†Staff dispatched here.†Yuuichiro Kamizaka's subordinate as†Work and United・Sankuchi†Fighter training in the Yuria Branch†is taking charge of it.†I'm interested in GigaChronicle.†But the true meaning behind it remains a mystery.†Voice Actor / Masakazu Katsumi
0xD7865C;0x00A41154;00 00 00 00;Deputy Store Manager Jr (Black)
0xD78634;0x00A411A4;00 00 00 00;Deputy Store Manager Jr (White)
0xD7835C;0x00A411F4;00 00 00 00;Regular customer at Card Capital 2nd Store†A 2nd year middle school student.†Shirayama Kuru, Nagao Kei, and three others formed a pact.†Team Trinity Dragon†The leader figure of Gon.†Quite the troublemaker and quick to draw pictures.†Because I boarded in, that's why I lost.†Failure is often part of it.†A star who excels in major tournaments†Fighters' passionate fans†This vain side as well.†Voice Actor / Kaku Junpei
0xD783AC;0x00A414D8;00 00 00 00;New Vanguard Euro League†Sharp-as-a-tack fighter.†Just like Chrono, Vanguard†Through their encounter, fate greatly changed.†It has an unusual past.†If your heart trembles, go straight ahead.†Bottomlessedly bright personality and stands tall†Seize hearts in battle.†His presence is always surrounded by smiles.†It's there.†Voice Actor / Daiсuke Kishibe
0xD78EF4;0x00A41744;00 00;Announcement image (upper screen)
0xD78F1C;0x00A41758;00 00;Notification image (bottom screen)
0xD78604;0x00A4176C;00 00;Camui works for Card Capital†The owner.†For store management, attending classes†You may enter, but your test scores are very poor.†who excels and is progressing well in obtaining credits†It seems to be doing something.†Using unparalleled memory in battle†Istyle is still active, Va.†A fairly powerful Vanguard in Ngard.†His cool and assertive personality remains unchanged.†But I'm concerned about Chrono and his friends†A reliable big sister-type figure.†Voice Actor / Izumi Tachibana
0xD7862C;0x00A41AB4;00 00 00 00;Third-year student at Mikado Academy Senior High.†My uncle Shin Taneda serves as the store manager†I work part-time at Card Capital†is performing.†He has a cool personality and seems indifferent.†He's pretty considerate at heart.†Possessing extraordinary memory skills†Combat skill comes with the package.†Voice Actor / Izumi Tachibana
0xD78A14;0x00A41CF0;00 00 00 00;"Shin and Misaki's car†The flagship cat of Dacapital.†Storekeeper and Healing Officer.†""Store Manager"" if you want to keep their mood good†It will be lost.†Voice Actor / Izumi Tachibana"
0xD7821C;0x00A41E20;00 00;Strong sense of independence, striving to become self-sufficient early on†I want to go out into society, thinking as a middle school student.†Sophomore.†Currently, due to certain circumstances, I'm with my aunt.†I live with someone.†Sharp gaze and blunt speech†From this, you seem easy to misunderstand, Clara.†Starting with Smite, from around him came†You might think I'm hard to approach.†But actually, they are straightforward and kind at heart.†The owner.†Because of meeting Vanguard†The fate shifts dramatically.††Voice Actor / Ishii Mark
0xD78F6C;0x00A421B4;00 00;Boy AB
0xD78F94;0x00A421DC;00 00;Boy's CD
0xD78A1C;0x00A42204;00 00 00 00;KIRIMI-chan.
0xD78FBC;0x00A4221C;00 00;female high school student
0xD79010;0x00A42244;00 00 00 00;Icetown
0xD783DC,0xD7A044,0xD96904;0x00A42260;00 00;Branch Chief
0xD78684,0xD7A134,0xD96874;0x00A4227C;00 00 00 00;Vanguard Kid
0xD79018;0x00A42298;00 00;Sunshine
0xD79028;0x00A422B0;00 00 00 00;Water City
0xD7900C;0x00A422C8;00 00 00 00;Tangerine
0xD7902C;0x00A422E8;00 00 00 00;Sky Melody
0xD79020;0x00A42300;00 00 00 00;Hiragami
0xD79024;0x00A4231C;00 00;Flower Island
0xD79014;0x00A42334;00 00;Kaguya
0xD79008;0x00A4234C;00 00 00 00;Haruizumi
0xD7901C;0x00A42364;00 00 00 00;Ceruca
0xD789F4;0x00A4237C;00 00;Deputy Store Manager
0xD787C4,0xD7A238;0x00A423A0;00 00 00 00;Ninja Master NEO
0xD78E04;0x00A423C8;00 00 00 00;Grilled Squid
0xD78DDC;0x00A423D4;00 00 00 00;Cute Tako-yaki
0xD7849C,0xD78A3C,0xD78A8C,0xD78AB4,0xD78ADC,0xD78B04,0xD78B2C,0xD78B54,0xD78B7C,0xD78BA4,0xD78BCC,0xD78BF4,0xD78D5C,0xD78D84,0xD78DAC,0xD78DD4,0xD78DFC,0xD78E24,0xD78E4C,0xD78E74,0xD78E9C,0xD78EC4,0xD78EEC,0xD78F14,0xD78F3C,0xD78F8C,0xD78FB4,0xD78FDC,0xD79004;0x00A423E4;00 00 00 00;None
0xD78E7C;0x00A423EC;00 00;candy apple
0xD78E54;0x00A423F8;00 00;Cold cucumber
0xD7897C,0xD7A350;0x00A42408;00 00 00 00;Lati・Curtis
0xD78F44;0x00A4241C;00 00 00 00;Kai Uehi
0xD78BFC;0x00A42438;00 00 00 00;Kei Shirakawa
0xD7829C,0xD782C4,0xD78D3C,0xD9649C,0xD96604,0xD9667C,0xD9673C,0xD967E4;0x00A42454;00 00 00 00;Kamui Kashiwagi
0xD78B34;0x00A42474;00 00 00 00;Uiyu Sazuka
0xD788DC,0xD7A300;0x00A42490;00 00;Kyoya Yabusuwa
0xD78454,0xD7847C,0xD78ECC;0x00A424AC;00 00 00 00;Tomorrow River Taiyou
0xD7856C;0x00A424D0;00 00;Yuuichiro Kasazaka
0xD7888C;0x00A424F4;00 00 00 00;Christopher・Row
0xD78814,0xD7A274;0x00A4250C;00 00;Asuka Narikawa
0xD78AE4;0x00A42528;00 00;Akira Kinepride
0xD788B4,0xD7A2EC;0x00A42544;00 00 00 00;Capital Gouki
0xD786D4;0x00A42568;00 00;Naoki Ishida
0xD785E4,0xD7860C,0xD96694;0x00A42584;00 00;Misa Kurokami
0xD78A6C;0x00A425A0;00 00 00 00;Kaiseki Izumino
0xD78C4C;0x00A425C0;00 00 00 00;Shingo Komatsubara
0xD782EC,0xD78314,0xD96844;0x00A425E0;00 00 00 00;Capital Nagisa
0xD7874C,0xD7A1E8;0x00A42604;00 00 00 00;Three Harmony Tyssi
0xD78A94;0x00A42620;00 00;Toshio Tachibana
0xD78544,0xD7A0E4,0xD9679C;0x00A4263C;00 00;Kouji Hoshii
0xD78404;0x00A42658;00 00 00 00;Kenshi Hikari
0xD78D8C;0x00A42678;00 00 00 00;Hayashirice
0xD7838C,0xD96634,0xD966AC,0xD96784,0xD96814,0xD9688C;0x00A42688;00 00;Hyame・Alcarus
0xD78BD4;0x00A4269C;00 00;Alice of Heavenly Sound
0xD79054;0x00A426B8;00 00;Alice
0xD7879C,0xD7A210;0x00A426C0;00 00;Yuta Ishizaka
0xD789A4,0xD7A364;0x00A426DC;00 00;Ryohta Hita
0xD786AC;0x00A426F8;00 00;Leading Ichijuichi
0xD7883C,0xD7A288;0x00A42718;00 00;Newtown Tetsuya
0xD78DB4;0x00A42738;00 00 00 00;Doughnut
0xD78ABC;0x00A42744;00 00 00 00;Ryuuto Icehouse
0xD78EA4;0x00A42768;00 00 00 00;Avatar Target Effect
0xD78B0C;0x00A42784;00 00 00 00;Sunlight Masato
0xD79040;0x00A427A4;00 00;Masato
0xD7833C,0xD964B4,0xD964CC,0xD964E4,0xD964FC,0xD96514,0xD9652C,0xD96544,0xD965D4,0xD9670C,0xD967FC,0xD968A4,0xD968EC;0x00A427AC;00 00 00 00;Tsunetô Tsubuto
0xD789CC;0x00A427C8;00 00;Moon City Luna
0xD78BAC;0x00A427E4;00 00;Water City Yuki no
0xD781FC;0x00A42800;00 00;New Guide Chrono
0xD7824C,0xD965A4,0xD96664,0xD96754,0xD967CC;0x00A42828;00 00;Anjo Tocaha
0xD78E2C;0x00A42848;00 00 00 00;Crepe
0xD784F4;0x00A42854;00 00;Showma Tachikaze
0xD786FC;0x00A42874;00 00 00 00;Pioneering Emi
0xD78274,0xD96574,0xD968D4;0x00A42894;00 00;Kumi Okazaki
0xD78774,0xD7A1FC;0x00A428B0;00 00;Katsumi Morikawa
0xD78904,0xD7A314;0x00A428D0;00 00;Kishida Osamu
0xD784A4,0xD966C4;0x00A428EC;00 00;Yuuya Karasumi
0xD78594,0xD7A10C,0xD96934;0x00A4290C;00 00 00 00;Yamabe Sayaka
0xD78CC4,0xD78CEC;0x00A42928;00 00;MC Miyako
0xD78B84;0x00A42944;00 00 00 00;Kira Kira Hana Island
0xD7904C;0x00A42964;00 00;Shining Star
0xD7842C,0xD7A2C4;0x00A4296C;00 00 00 00;Yuri Uehi
0xD78C24;0x00A42988;00 00 00 00;Mountain Path卡尔
0xD784CC,0xD7A0A8,0xD9694C;0x00A429A4;00 00;Suguru Kizaki
0xD78364,0xD79FF4,0xD96724;0x00A429C0;00 00 00 00;Takeru马场
0xD783B4,0xD9664C,0xD966DC,0xD9682C;0x00A429DC;00 00;Mamoru Akiyama
0xD7892C,0xD7A328;0x00A429FC;00 00 00 00;Olivia・Gaiyaul
0xD78B5C;0x00A42A14;00 00 00 00;Hiragami An
0xD78C74;0x00A42A34;00 00 00 00;Gylveener
0xD79048;0x00A42A40;00 00 00 00;Un
0xD78224,0xD9655C,0xD9658C,0xD965BC,0xD966F4,0xD968BC;0x00A42A48;00 00 00 00;Kyogai Shion
0xD78864,0xD7A29C;0x00A42A64;00 00 00 00;Azure Dragon Leon
0xD785BC,0xD78D14,0xD7A120,0xD9661C,0xD9691C,0xDAE5FC;0x00A42A88;00 00 00 00;Shin Taneda
0xD7851C,0xD7A0D0;0x00A42AA4;00 00 00 00;Rin Higashijima
0xD787EC;0x00A42AC0;00 00;Peacock Forest Len
0xD78C9C;0x00A42AE0;00 00 00 00;Charline
0xD78954,0xD7A33C;0x00A42AF0;00 00;Philip・Nave
0xD78A44;0x00A42B04;00 00;Original character
0xD78FE4;0x00A42B1C;00 00 00 00;Dog Trainer
0xD78D64;0x00A42B30;00 00;Oar Curry
0xD79F90;0x00A42B3C;00 00 00 00;Kamui Kashiwaga 1
0xD7A058;0x00A42B60;00 00;Sunrise River Taiyou 1
0xD7A170;0x00A42B84;00 00 00 00;Naoki Ishida 1
0xD7A198;0x00A42BA4;00 00 00 00;Misaaki Togura 1
0xD7A1C0;0x00A42BC4;00 00 00 00;Paddle Toshiki 1
0xD7A008;0x00A42BE0;00 00 00 00;Hyame・Alcarus 1
0xD7A148;0x00A42BF8;00 00 00 00;Leading Ich1
0xD79FCC;0x00A42C1C;00 00;Tsunetomo Tsubo 1
0xD79EF0;0x00A42C38;00 00 00 00;New Guide Chrono 1
0xD79F54;0x00A42C5C;00 00 00 00;Anjo Tokuhada 1
0xD7A080;0x00A42C84;00 00 00 00;Black Forest Yūya 1
0xD79F2C;0x00A42CAC;00 00;Kyogai Shion 1
0xD7A24C;0x00A42CC8;00 00 00 00;Peckwood Len 1
0xD79FA4;0x00A42CEC;00 00 00 00;Kamui Kashiwagi 2
0xD7A06C;0x00A42D10;00 00;Tomorrow River Taiyou 2
0xD7A184;0x00A42D34;00 00 00 00;Naoki Ishida 2
0xD7A1AC;0x00A42D54;00 00 00 00;Misaki Kurokami 2
0xD7A1D4;0x00A42D74;00 00 00 00;Paddle Toshiki 2
0xD7A01C;0x00A42D90;00 00 00 00;Hyame・Alcarus II
0xD7A15C;0x00A42DA8;00 00 00 00;Leading Ich2
0xD79FE0;0x00A42DCC;00 00;Tsunetô Tsubame II
0xD79F04;0x00A42DE8;00 00 00 00;New Guide Chrono 2
0xD79F68;0x00A42E0C;00 00 00 00;Anjo Tocoha II
0xD7A094;0x00A42E34;00 00 00 00;Yuuya Karasumi 2
0xD79F40;0x00A42E5C;00 00;Kyogai Shion 2
0xD7A260;0x00A42E78;00 00 00 00;Rensou Pigeon 2
0xD79F18;0x00A42E9C;00 00 00 00;New Guide Chrono 3
0xD7A224;0x00A42EC0;00 00;Kamui Kashiwagi
0xD7A0F8;0x00A42EE0;00 00 00 00;Yuuichiro Kasazaka
0xD79FB8;0x00A42F08;00 00;Capital Nagisa
0xD7A2B0;0x00A42F2C;00 00;Kenshi Hikari
0xD7A2D8;0x00A42F4C;00 00;Chris
0xD7A378;0x00A42F54;00 00 00 00;Moon City Luna
0xD7A0BC;0x00A42F74;00 00 00 00;Showma Tachikaze
0xD79F7C;0x00A42F98;00 00 00 00;Kumi Okazaki
0xD7A030;0x00A42FB8;00 00;Mamoru Akiyama
0xD7A7AC;0x00A42FDC;00 00 00 00;Guide the future! Open up the world!
0xD7A68C;0x00A43044;00 00;Generation Zone Release!
0xD7A5E4;0x00A43074;00 00 00 00;Deck adjustment in progress!
0xD7A87C;0x00A430A0;00 00;Strongest. Overwhelming. Intense. Invincible!
0xD7A694;0x00A43104;00 00;Exceed!
0xD7A70C;0x00A43120;00 00 00 00;Stand up, my clone!
0xD7A674;0x00A43170;00 00 00 00;Dual Battle!
0xD7A604;0x00A4318C;00 00;Can you tell me more!
0xD7A804;0x00A431C0;00 00;Do your job!
0xD7A86C;0x00A431E4;00 00;I've entrusted my fighting spirit!
0xD7A60C;0x00A4322C;00 00 00 00;Let's fight smoothly!
0xD7A614;0x00A4324C;00 00 00 00;Let's have a relaxed battle!
0xD7A61C;0x00A4326C;00 00 00 00;Let's fight to the absolute limit!
0xD7A5B4;0x00A4328C;00 00;Fight Vanguard!
0xD7A59C;0x00A4329C;00 00;Nice to meet you!
0xD7A7CC;0x00A432A8;00 00;Shining buds, bloom now!
0xD7A5FC;0x00A4330C;00 00;I'm a beginner!
0xD7A5BC;0x00A43330;00 00 00 00;I'll fight energetically today!
0xD7A5F4;0x00A43370;00 00;I'm confident in my deck!
0xD7A6CC;0x00A43398;00 00 00 00;Let's give it our all!
0xD7A7DC;0x00A433CC;00 00;Hey, I've been waiting for you!
0xD7A6FC;0x00A433EC;00 00;I believe in everyone's power!
0xD7A5EC;0x00A43424;00 00 00 00;I made a new deck!
0xD7A7EC;0x00A43460;00 00 00 00;Training time!
0xD7A83C;0x00A43480;00 00;Oh oh! Feeling... great darkness!
0xD7A6B4;0x00A434B8;00 00;So excited!
0xD7A7B4;0x00A434D8;00 00 00 00;This is my Vanguard!
0xD7A7F4;0x00A43504;00 00 00 00;Heart phase!
0xD7A634;0x00A43528;00 00;Everyone lend me your power!
0xD7A6EC;0x00A43558;00 00 00 00;Show me your true power!
0xD7A7BC;0x00A43590;00 00;My passion with your sword!
0xD7A6D4;0x00A435F8;00 00 00 00;I'll do my best!
0xD7A76C;0x00A43620;00 00 00 00;Hoist the sails!
0xD7A714;0x00A43648;00 00;Imagine it!
0xD7A864;0x00A43658;00 00 00 00;Whoop!
0xD7A63C;0x00A43664;00 00;Limit Break!
0xD7A644;0x00A43678;00 00 00 00;Ultimate Break!
0xD7A664;0x00A43694;00 00 00 00;Unlock!
0xD7A7FC;0x00A436A4;00 00;Friend!
0xD7A74C;0x00A436B0;00 00 00 00;Let's Imagine!
0xD7A5CC;0x00A436C4;00 00;Last Fight!
0xD7A5D4;0x00A436E8;00 00 00 00;If you're stuck, fight on!
0xD7A67C;0x00A4370C;00 00;Seekmate!
0xD7A654;0x00A4371C;00 00;Mega Blast!
0xD7A794;0x00A4372C;00 00 00 00;Judgment!
0xD7A684;0x00A43740;00 00;Delete!
0xD7A744;0x00A4374C;00 00 00 00;My Lord Ride!
0xD7A64C;0x00A43778;00 00 00 00;Break Ride!
0xD7A88C;0x00A4378C;00 00 00 00;Stride!
0xD7A66C;0x00A4379C;00 00;Bind!
0xD7A7C4;0x00A437A8;00 00 00 00;This is my Vanguard!
0xD7A75C;0x00A437D4;00 00;Earth Defense Organization Caesar!
0xD7A7E4;0x00A43820;00 00 00 00;Trinity Dragon!
0xD7A69C;0x00A43838;00 00 00 00;Stride Generation!
0xD7A6A4;0x00A43858;00 00;Final turn!
0xD7A5C4;0x00A4386C;00 00;I'm a bit tired.
0xD7A85C;0x00A438A0;00 00;You're the one...?!
0xD7A844;0x00A438CC;00 00 00 00;Why don't you enjoy this too?
0xD7A82C;0x00A43908;00 00 00 00;A little mischievous, huh?
0xD7A84C;0x00A43930;00 00 00 00;Which one do you want to attack with, my dear?
0xD7A624;0x00A43950;00 00;Let's fight?
0xD7A854;0x00A43960;00 00 00 00;Shining New Power for Tomorrow!
0xD7A704;0x00A4399C;00 00 00 00;Fight... with me...
0xD7A874;0x00A439C0;00 00 00 00;If you're going to break my wings, that's more fun...
0xD7A81C;0x00A43A18;00 00;Show me your destiny.
0xD7A774;0x00A43A5C;00 00 00 00;Defeat you and I'll be the strongest.
0xD7A78C;0x00A43AAC;00 00 00 00;That is the code of the ninja.
0xD7A824;0x00A43ADC;00 00 00 00;Weakness is sin.
0xD7A764;0x00A43B04;00 00 00 00;I'll take a look at your deck arrangement.
0xD7A6AC;0x00A43B34;00 00 00 00;Strive with all your might for victory
0xD7A6C4;0x00A43B84;00 00;Shoatimu wo ikanouka
0xD7A7D4;0x00A43B9C;00 00 00 00;Please~
0xD7A6DC;0x00A43BBC;00 00;Please handle it gently.
0xD7A734;0x00A43BF8;00 00 00 00;I'm not gentle.
0xD7A79C;0x00A43C1C;00 00;Pannyrala～
0xD7A6BC;0x00A43C2C;00 00;My eyes are the divine eyes that see through everything.
0xD7A7A4;0x00A43C9C;00 00 00 00;I felt destiny in that
0xD7A6E4;0x00A43CD0;00 00 00 00;Let's fight happily!
0xD7A5A4;0x00A43CF8;00 00;Hello
0xD7A5AC;0x00A43D04;00 00;Good evening.
0xD7A62C;0x00A43D10;00 00 00 00;Let's fight!
0xD7A72C;0x00A43D24;00 00 00 00;My heart is burning
0xD7A784;0x00A43D58;00 00;Feel the wind
0xD7A884;0x00A43D80;00 00;Fight reveals all of humanity.
0xD7A71C;0x00A43DC8;00 00 00 00;Glory to those with power
0xD7A80C;0x00A43E00;00 00 00 00;No problem.
0xD7A6F4;0x00A43E24;00 00 00 00;Won't lose
0xD7A724;0x00A43E40;00 00;This is THE Sakamichi Tosiki
0xD7A5DC;0x00A43E70;00 00 00 00;Just a little fight
0xD7A814;0x00A43E88;00 00;Et・Vulcano・Press
0xD7A834;0x00A43E98;00 00;Fight guys!
0xD7A754;0x00A43EA8;00 00;Meow
0xD7A77C;0x00A43EB0;00 00 FF FF;Impact!
0xD8656C,0xD86594,0xD865BC,0xD865E4,0xD8660C,0xD86634,0xD8665C,0xD86684,0xD866AC,0xD866D4;0x00A43ED0;00 00;{$80ff00}Victory this turn{$}It's the condition!†When the mission starts, on the deckpile†Pressing the X button will shuffle the deck.†I can confirm that.
0xD8610C;0x00A43FF8;00 00;Both sides do{$80ff00}No trigger comes out{$}Ah.†Opponent's power and hand cards†Check your shield.†Opponent's{$80ff00}Defend against the attack{$}Right.
0xD867C4;0x00A44104;00 00;{$80ff00}Win with 16 cards in your hand{$}It's the condition!†When the mission starts, on the deckpile†Pressing the X button will shuffle the deck.†I can confirm that.
0xD866FC,0xD86724,0xD8674C,0xD86774,0xD8679C,0xD867EC,0xD86814,0xD8683C,0xD86864;0x00A44238;00 00;{$80ff00}Victory this turn{$}It's the condition!†When the mission starts, on the deckpile†Pressing the X button will shuffle the deck.†I can confirm that.
0xD86134;0x00A44360;00 00;Both sides do{$80ff00}No trigger comes out{$}Ah.†Opponent's field unit's†Check your shield.†Opponent's{$80ff00}Damage is 6{$}After all.
0xD860E4;0x00A44458;00 00;This time, let's do a drive check.†{$80ff00}Stand Trigger appears{$}Ah.†Use stand effects cleverly,†Opponent's{$80ff00}Damage is 6{$}After all.
0xD860BC;0x00A44558;00 00 00 00;Both sides do{$80ff00}No trigger comes out{$}Ah.†The opponent has no hand and is guarding†Because I can't do it, I'll look at my hand more carefully.†Opponent's{$80ff00}Damage is 6{$}After all.
0xD8615C;0x00A44680;00 00;Both sides do{$80ff00}No trigger comes out{$}Ah.†It's better to dual duel.†Carefully examine its abilities and use them wisely.†Opponent's{$80ff00}Damage is 6{$}After all.
0xD86184;0x00A447B4;00 00;{$80ff00}The deck contains only Grade 3 cards.{$}It is.†Do stride to boost your spirit!†Use your abilities wisely†Opponent's{$80ff00}Damage is 6{$}After all.
0xD8629C;0x00A44890;00 00 00 00;Both sides do{$80ff00}No trigger comes out{$}Ah.†Shadow Dragon units†Use them against your opponent.{$80ff00}Damage is 6{$}with†Please help me.
0xD862C4;0x00A44964;00 00 00 00;Both sides do{$80ff00}No trigger comes out{$}Ah.†Wind units†Use them against your opponent.{$80ff00}Damage is 6{$}with†Please help me.
0xD862EC;0x00A44A38;00 00 00 00;Both sides do{$80ff00}No trigger comes out{$}Ah.†Use Nubatama Unit†Use them against your opponent.{$80ff00}Damage is 6{$}with†Please help me.
0xD8633C;0x00A44B0C;00 00 00 00;Both sides do{$80ff00}No trigger comes out{$}Hello.†Divine Unit appears†Use them against your opponent.{$80ff00}Damage is 6{$}with†Please help me.
0xD86314;0x00A44BE0;00 00 00 00;Both sides do{$80ff00}No trigger comes out{$}Ah.†Vintage unit to†Use them against your opponent.{$80ff00}Damage is 6{$}with†Please help me.
